7E396B2B-AE07-4555-8252-B5D96B7FF5B4,D2A4A90B-4C45-4C9E-8CD0-00000135CDC4,7B9998BA-A515-4C4D-A1CA-02D424754A86,0
1455B8DD-1C03-4D82-981C-7D5E42DD9DA9,5BCB5042-6AA9-4B19-BF5F-000001C49C81,5AD16538-C5B3-495C-AF05-427652505ECF,0
6F7E9B71-15E7-4306-8398-4CC3EFDFFFF9,E55B1F1E-AC61-4CD5-8011-00000222532E,283C64D7-A8F7-4C11-9E78-E71C92ACD6CB,0
9565E8A1-DCC9-4D9C-943C-13F17C821C06,E2597428-95FD-4E24-A2CD-0000063E2A89,D558676C-541B-4E34-8F14-EAA06C9C32FC,0
6C297FF5-3F9F-43A4-9966-8E8F301C4D4F,34E6426D-4F82-4599-9F51-00000887EA9F,91A2B99D-A4CD-481D-A9F3-F2621429FA63,0
61BC12C9-D45D-41D0-BD1C-22948A908B01,44760011-E863-4800-B2A3-00000981BF71,D8892B9B-01EC-48C8-AD1F-B034F0E06B7D,0
1D8C648D-DCCE-46CB-9860-96A3E7E8CCA4,AE7E11B7-4FCD-4297-BA66-00000A409D5C,CC996D60-769D-48F3-8D77-13AE0473AF99,0
EF1391F1-14E9-4F4B-A1E1-5463AFD8C726,A8A54CCF-BF21-4A05-B42C-00000B718BF3,C4CF46CA-4C80-4D27-A0BB-1F4FCAF50710,0
9D8C3B0A-AF90-4EAC-9D03-C9DEEB15CD02,8BF588A7-2C57-4048-89EF-00000C79B571,A8BB10FA-0F02-4D91-BDA7-BB584CC41080,0
E2111AB5-02A0-4D40-8505-7F517E144436,BD3B0A5B-4AC5-4F3C-951B-00001B37070E,77541F05-A5B1-45FC-ACFD-E0A019622D8D,0
2475BED0-5C18-4853-B96F-BAAFC4468C18,C7912D84-78D2-4707-8D54-00001E22B7A0,CC45DB3C-F0B9-4B23-9E62-C6FE2F0121A5,0
E121E707-01B9-4E12-9294-38E4DBF4A258,0A287CD2-EDB2-45B9-A036-000023284789,3641B519-0F13-4E06-8BFF-A427A5F88F19,0
55E13E9A-77AE-41F7-BAB4-3B77A7D34C8B,19A94988-1469-4B88-95E6-000024C5526B,3DEC5349-C85B-402A-8222-34ABC49565FD,0
B012F849-D574-4DF8-AC76-C889F2F2630C,A87089B5-1124-4D83-A222-00002AB00287,3EA9BC39-FC95-4C2A-BEE6-85A51E8223D7,0
A68FAE52-58E4-430D-A760-71538E5E6E93,8B142DAA-9183-4D02-83E4-00002E8F69BD,6E02AA83-5DFD-4EEE-87B7-14946C46AFCB,0
38DD892B-7A21-40FF-9A6A-06EE534B4A64,30842072-CA1B-4C59-A118-0000327E7D4A,29C301D0-ED1A-4BD1-937E-D72DD49888A8,0
0B4BA508-A9E0-43EB-8262-F09ECCA2C159,3B0CE3A0-16D9-4989-A630-00003322908E,55CB8D38-A568-410E-A329-988BDEFC20C9,0
EF74B447-4A76-41A3-84CF-873D172158C4,7715D089-4B5E-49A1-96B1-000037DC0015,0A3B0F0D-913A-4E82-9D3C-1658252E7675,0
07FA56E2-B0A2-4654-8357-6907B558E143,ADD1EA58-5C14-4988-92D1-000037FEEF28,2839D530-AF2E-44FE-981C-2BA8DC0CC456,0
